title,prices,features,booking_start,organizing
"
Not Furnished 3 BHK Apartment for Sale in Ramchandra Puram
SBSV Avaatar




















 Similar Properties,Ramchandra Puram

New Booking

 77.98 L         

 6249 per sq.ft. Carpet Area

","
 77.98 L         ","


Carpet Area

              1248 sq.ft (115.94 sq.m) 

                    @ 6249 /-                


Possession On
NA


Floor
2


Bathrooms
2


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 2 BHK Apartment for Sale in Pragathi Nagar
Sri RL City Pragathi Nagar




















 Similar Properties,Pragathi Nagar

New Booking

 39.60 L         

 3929 per sq.ft. Carpet Area

","
 39.60 L         ","


Carpet Area

              1008 sq.ft (93.65 sq.m) 

                    @ 3929 /-                


Possession On
NA


Floor
2


Bathrooms
1


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 3 BHK Apartment for Sale in Hyder Nagar
Teja Janakirama Towers




















 Similar Properties,Hyder Nagar

New Booking

 56.85 L         

 6247 per sq.ft. Carpet Area

","
 56.85 L         ","


Carpet Area

              910 sq.ft (84.54 sq.m) 

                    @ 6247 /-                


Possession On
NA


Floor
2


Bathrooms
2


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 3 BHK Apartment for Sale in Patighanpur
Hallmark Vesta




















 Similar Properties,Patighanpur

New Booking

 63.10 L         

 4623 per sq.ft. Carpet Area

","
 63.10 L         ","


Carpet Area

              1365 sq.ft (126.81 sq.m) 

                    @ 4623 /-                


Possession On
NA


Floor
2


Bathrooms
2


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 3 BHK Apartment for Sale in Kompally
Modi Sterling Heights




















 Similar Properties,Kompally

New Booking

 48.76 L         

 4377 per sq.ft. Carpet Area

","
 48.76 L         ","


Carpet Area

              1114 sq.ft (103.49 sq.m) 

                    @ 4377 /-                


Possession On
NA


Floor
2


Bathrooms
2


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 3 BHK Apartment for Sale in Upperpally
Riddhi S Elite




















 Similar Properties,Upperpally

New Booking

 99.50 L         

 6765 per sq.ft. Carpet Area

","
 99.50 L         ","


Carpet Area

              1471 sq.ft (136.66 sq.m) 

                    @ 6765 /-                


Possession On
NA


Floor
2


Bathrooms
2


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 3 BHK Apartment for Sale in Serilingampally
Neela Kanta Nilayam




















 Similar Properties,Serilingampally

New Booking

 1.11 Cr         

 8753 per sq.ft. Carpet Area

","
 1.11 Cr         ","


Carpet Area

              1270 sq.ft (117.99 sq.m) 

                    @ 8753 /-                


Possession On
NA


Floor
2


Bathrooms
2


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 2 BHK Apartment for Sale in Kompally
SV Gardenia




















 Similar Properties,Kompally

New Booking

 72.94 L         

 5624 per sq.ft. Carpet Area

","
 72.94 L         ","


Carpet Area

              1297 sq.ft (120.5 sq.m) 

                    @ 5624 /-                


Possession On
NA


Floor
2


Bathrooms
1


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 3 BHK Apartment for Sale in Kompally
Modi Sterling Heights




















 Similar Properties,Kompally

New Booking

 71.61 L         

 4374 per sq.ft. Carpet Area

","
 71.61 L         ","


Carpet Area

              1637 sq.ft (152.08 sq.m) 

                    @ 4374 /-                


Possession On
NA


Floor
2


Bathrooms
2


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 4+ BHK Apartment for Sale in Attapur
Kedias Sunrise Towers




















 Similar Properties,Attapur

New Booking

 1.06 Cr         

 6019 per sq.ft. Carpet Area

","
 1.06 Cr         ","


Carpet Area

              1761 sq.ft (163.6 sq.m) 

                    @ 6019 /-                


Possession On
NA


Floor
2


Bathrooms
2


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 3 BHK Apartment for Sale in Attapur
Kedias Sunrise Towers




















 Similar Properties,Attapur

New Booking

 71.44 L         

 6003 per sq.ft. Carpet Area

","
 71.44 L         ","


Carpet Area

              1190 sq.ft (110.55 sq.m) 

                    @ 6003 /-                


Possession On
NA


Floor
2


Bathrooms
2


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 2 BHK Apartment for Sale in Kondapur
BSCPL Bollineni Bion




















 Similar Properties,Kondapur

New Booking

 1.01 Cr         

 9813 per sq.ft. Carpet Area

","
 1.01 Cr         ","


Carpet Area

              1032 sq.ft (95.88 sq.m) 

                    @ 9813 /-                


Possession On
NA


Floor
2


Bathrooms
1


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 2 BHK Apartment for Sale in Saroor Nagar
Sai Samyuktha Bismillah Samyuktha Residency




















 Similar Properties,Saroor Nagar

New Booking

 81.31 L         

 5623 per sq.ft. Carpet Area

","
 81.31 L         ","


Carpet Area

              1446 sq.ft (134.34 sq.m) 

                    @ 5623 /-                


Possession On
NA


Floor
2


Bathrooms
1


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 2 BHK Apartment for Sale in Kukatpally
Surya Elite




















 Similar Properties,Kukatpally

New Booking

 74 L         

 6250 per sq.ft. Carpet Area

","
 74 L         ","


Carpet Area

              1184 sq.ft (110 sq.m) 

                    @ 6250 /-                


Possession On
NA


Floor
2


Bathrooms
1


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 2 BHK Apartment for Sale in Nacharam
Sri Bhavani BK Towers




















 Similar Properties,Nacharam

New Booking

 61.37 L         

 5919 per sq.ft. Carpet Area

","
 61.37 L         ","


Carpet Area

              1037 sq.ft (96.34 sq.m) 

                    @ 5919 /-                


Possession On
NA


Floor
2


Bathrooms
1


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
3BHK Apartment for Sale in Kondapur
Incor Viva City




















 Similar Properties,Kondapur

New Booking

 1.41 Cr         

 7622 per sq.ft. Carpet Area

","
 1.41 Cr         ","


Carpet Area

              1850 sq.ft (171.87 sq.m) 

                    @ 7622 /-                


Possession On
Dec'23


Floor
4


Bathrooms
3



Amenities


                          Parking                      

                          Power Backup                      

                          Swimming Pool                      

                          Security                      

+30 more

",Posted : 25 days ago,"
Agent : 
Ramana
"
"
 4 BHK Apartment for Sale in Kokapet
DSR SSC The Classe




















 Similar Properties,Kokapet

New Booking

 2.12 Cr         

 8750 per sq.ft. Carpet Area

","
 2.12 Cr         ","


Carpet Area

              2424 sq.ft (225.2 sq.m) 

                    @ 8750 /-                


Possession On
NA


Floor
Ground Floor


Bathrooms
2


",Posted : 26 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 2 BHK Apartment for Sale in Malkajgiri
Meghana Brindavan Block 2




















 Similar Properties,Malkajgiri

New Booking

 49.46 L         

 5627 per sq.ft. Carpet Area

","
 49.46 L         ","


Carpet Area

              879 sq.ft (81.66 sq.m) 

                    @ 5627 /-                


Possession On
NA


Floor
2


Bathrooms
1


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 2 BHK Apartment for Sale in Attapur
Kedias Sunrise Towers




















 Similar Properties,Attapur

New Booking

 49.99 L         

 5994 per sq.ft. Carpet Area

","
 49.99 L         ","


Carpet Area

              834 sq.ft (77.48 sq.m) 

                    @ 5994 /-                


Possession On
NA


Floor
2


Bathrooms
1


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 3 BHK Apartment for Sale in Bachupally
Fortune Mayura




















 Similar Properties,Bachupally

New Booking

 82.65 L         

 7125 per sq.ft. Carpet Area

","
 82.65 L         ","


Carpet Area

              1160 sq.ft (107.77 sq.m) 

                    @ 7125 /-                


Possession On
NA


Floor
2


Bathrooms
2


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 3 BHK Apartment for Sale in Himayath Nagar
Sri Vinayak Venkat Fortune Bliss




















 Similar Properties,Himayath Nagar

New Booking

 1.39 Cr         

 6978 per sq.ft. Carpet Area

","
 1.39 Cr         ","


Carpet Area

              1992 sq.ft (185.06 sq.m) 

                    @ 6978 /-                


Possession On
NA


Floor
2


Bathrooms
2


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 3 BHK Apartment for Sale in Alwal
ARC JSR Arcatrium




















 Similar Properties,Alwal

New Booking

 91.67 L         

 5563 per sq.ft. Carpet Area

","
 91.67 L         ","


Carpet Area

              1648 sq.ft (153.1 sq.m) 

                    @ 5563 /-                


Possession On
NA


Floor
2


Bathrooms
2


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 2 BHK Apartment for Sale in Peerancheru
Pbel City Tower K - Aquamarine




















 Similar Properties,Peerancheru

New Booking

 1.25 Cr         

 8050 per sq.ft. Carpet Area

","
 1.25 Cr         ","


Carpet Area

              1562 sq.ft (145.11 sq.m) 

                    @ 8050 /-                


Possession On
NA


Floor
2


Bathrooms
1


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 2 BHK Apartment for Sale in Hayat Nagar
Prasun Krishna Kuteer




















 Similar Properties,Hayat Nagar

New Booking

 43.09 L         

 4751 per sq.ft. Carpet Area

","
 43.09 L         ","


Carpet Area

              907 sq.ft (84.26 sq.m) 

                    @ 4751 /-                


Possession On
NA


Floor
2


Bathrooms
1


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 3 BHK Apartment for Sale in Alwal
ARC JSR Arcatrium




















 Similar Properties,Alwal

New Booking

 76.54 L         

 5563 per sq.ft. Carpet Area

","
 76.54 L         ","


Carpet Area

              1376 sq.ft (127.83 sq.m) 

                    @ 5563 /-                


Possession On
NA


Floor
2


Bathrooms
2


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 3 BHK Apartment for Sale in Alwal
Aabharana Residency




















 Similar Properties,Alwal

New Booking

 61.15 L         

 5626 per sq.ft. Carpet Area

","
 61.15 L         ","


Carpet Area

              1087 sq.ft (100.99 sq.m) 

                    @ 5626 /-                


Possession On
NA


Floor
2


Bathrooms
2


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 3 BHK Apartment for Sale in Peerancheru
Pbel City Tower K - Aquamarine




















 Similar Properties,Peerancheru

New Booking

 1.59 Cr         

 8050 per sq.ft. Carpet Area

","
 1.59 Cr         ","


Carpet Area

              1977 sq.ft (183.67 sq.m) 

                    @ 8050 /-                


Possession On
NA


Floor
2


Bathrooms
2


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 2 BHK Apartment for Sale in Ameenpur
Sreenidhi Garuda




















 Similar Properties,Ameenpur

New Booking

 31.50 L         

 5250 per sq.ft. Carpet Area

","
 31.50 L         ","


Carpet Area

              600 sq.ft (55.74 sq.m) 

                    @ 5250 /-                


Possession On
NA


Floor
2


Bathrooms
1


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 2 BHK Apartment for Sale in Kothaguda
Silversand Cyberdyne 2




















 Similar Properties,Kothaguda

New Booking

 59.51 L         

 5625 per sq.ft. Carpet Area

","
 59.51 L         ","


Carpet Area

              1058 sq.ft (98.29 sq.m) 

                    @ 5625 /-                


Possession On
NA


Floor
2


Bathrooms
1


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 3 BHK Apartment for Sale in Kompally
Beccun Lifestyle




















 Similar Properties,Kompally

New Booking

 82.84 L         

 4999 per sq.ft. Carpet Area

","
 82.84 L         ","


Carpet Area

              1657 sq.ft (153.94 sq.m) 

                    @ 4999 /-                


Possession On
NA


Floor
2


Bathrooms
2


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 3 BHK Apartment for Sale in Kondapur
BSCPL Bollineni Bion




















 Similar Properties,Kondapur

New Booking

 1.44 Cr         

 9719 per sq.ft. Carpet Area

","
 1.44 Cr         ","


Carpet Area

              1484 sq.ft (137.87 sq.m) 

                    @ 9719 /-                


Possession On
NA


Floor
2


Bathrooms
2


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 2 BHK Apartment for Sale in Malkajgiri
Meghana Brindavan Block 2




















 Similar Properties,Malkajgiri

New Booking

 49.46 L         

 5627 per sq.ft. Carpet Area

","
 49.46 L         ","


Carpet Area

              879 sq.ft (81.66 sq.m) 

                    @ 5627 /-                


Possession On
NA


Floor
2


Bathrooms
1


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 3 BHK Apartment for Sale in Bachupally
Jai Sri Devi Homes




















 Similar Properties,Bachupally

New Booking

 48.40 L         

 5000 per sq.ft. Carpet Area

","
 48.40 L         ","


Carpet Area

              968 sq.ft (89.93 sq.m) 

                    @ 5000 /-                


Possession On
NA


Floor
2


Bathrooms
2


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 2 BHK Apartment for Sale in Miyapur
Aspire spaces




















 Similar Properties,Miyapur

New Booking

 53.20 L         

 5000 per sq.ft. Carpet Area

","
 53.20 L         ","


Carpet Area

              1064 sq.ft (98.85 sq.m) 

                    @ 5000 /-                


Possession On
NA


Floor
2


Bathrooms
1


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 3 BHK Apartment for Sale in Lallaguda
KK Rao Elite Residency




















 Similar Properties,Lallaguda

New Booking

 72 L         

 6000 per sq.ft. Carpet Area

","
 72 L         ","


Carpet Area

              1200 sq.ft (111.48 sq.m) 

                    @ 6000 /-                


Possession On
NA


Floor
2


Bathrooms
2


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 2 BHK Apartment for Sale in Hyder Nagar
Teja Janakirama Towers




















 Similar Properties,Hyder Nagar

New Booking

 40.80 L         

 6248 per sq.ft. Carpet Area

","
 40.80 L         ","


Carpet Area

              653 sq.ft (60.67 sq.m) 

                    @ 6248 /-                


Possession On
NA


Floor
2


Bathrooms
1


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 3 BHK Apartment for Sale in Pragathi Nagar
Sri RL City Pragathi Nagar




















 Similar Properties,Pragathi Nagar

New Booking

 55 L         

 3929 per sq.ft. Carpet Area

","
 55 L         ","


Carpet Area

              1400 sq.ft (130.06 sq.m) 

                    @ 3929 /-                


Possession On
NA


Floor
2


Bathrooms
2


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 3 BHK Apartment for Sale in Gundlapochampally
Skylar Grand Lotus




















 Similar Properties,Gundlapochampally

New Booking

 47.04 L         

 4752 per sq.ft. Carpet Area

","
 47.04 L         ","


Carpet Area

              990 sq.ft (91.97 sq.m) 

                    @ 4752 /-                


Possession On
NA


Floor
2


Bathrooms
2


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 1 BHK Apartment for Sale in Miyapur
DNR Pragathi Residency




















 Similar Properties,Miyapur

New Booking

 43.78 L         

 5500 per sq.ft. Carpet Area

","
 43.78 L         ","


Carpet Area

              796 sq.ft (73.95 sq.m) 

                    @ 5500 /-                


Possession On
NA


Floor
2


Bathrooms
1


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
